Flow Packets/s,Flow Bytes/s,Total Fwd Packets,Total Backward Packets,Fwd Packets/s,Bwd Packets/s,Down/Up Ratio,Flow Duration,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,FIN Flag Count,Packet Length Mean,Packet Length Std,Packet Length Variance,Packet Length Min,Packet Length Max,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes
34482.75862068965,0.0,2,2,17241.379,17241.379,1.0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.666668,64.376495,113.0,1.0,1.0,0.0,2.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0
64516.12903225806,0.0,2,2,32258.064,32258.064,1.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666,34.93327,61.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0
0.1589074847093826,0.0,14,0,0.15890749,0.0,0.0,88101577,12.75,23.5,48.0,1.0,14683588.0,2838362.0,18674242.0,12150910.0,6777044.5,7836132.5,18674242.0,0.0,6777044.5,7836132.5,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0
0.1463589037736402,0.0,12,4,0.10976918,0.036589727,0.0,109320305,33.8,48.81291,111.0,1.0,21864028.0,11700007.0,38853428.0,9847034.0,7288020.5,12366459.0,38853428.0,0.0,9938210.0,13606231.0,33157720.0,57430856.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,4,0
33898.30508474576,0.0,2,0,33898.305,0.0,0.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,59.0,59.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
34188.03418803419,0.0,2,2,17094.018,17094.018,1.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,33.645206,65.0,1.0,1.0,0.0,51.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0
0.1974095621144992,0.0,14,2,0.17273337,0.024676194,0.0,81049772,18.0,41.641327,103.0,1.0,13508269.0,5654881.0,22674676.0,7191461.0,5403318.0,7638206.5,22674676.0,1.0,6234598.0,7902624.5,1.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,2,0
0.158563798877836,0.0,14,2,0.13874333,0.019820474,0.0,100905756,26.166666,42.69153,104.0,1.0,16817592.0,8627596.0,32044536.0,8541996.0,6727050.5,9965538.0,32044536.0,0.0,7761981.0,10351887.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,2,0
0.1497560447289214,0.0,12,2,0.12836233,0.02139372,0.0,93485375,22.0,46.957428,106.0,1.0,18697052.0,6289659.0,25906258.0,11327962.0,7191182.5,10140134.0,25906258.0,0.0,8498670.0,10543443.0,1.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,2,0
46511.62790697674,0.0,2,0,46511.63,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,43.0,43.0,43.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
0.1306585993692129,0.0,12,0,0.1306586,0.0,0.0,91842405,11.0,22.36068,51.0,1.0,18368470.0,7492884.0,28974752.0,11469257.0,8349309.5,10699327.0,28974752.0,1.0,8349309.5,10699327.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0
40404.04040404041,0.0,2,2,20202.02,20202.02,1.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.730848,50.0,1.0,48.0,0.0,1.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0
0.1242036593662831,0.0,14,0,0.12420366,0.0,0.0,112718096,8.833333,19.18767,48.0,1.0,18786340.0,6455842.5,27414996.0,11719586.0,8670623.0,10601151.0,27414996.0,1.0,8670623.0,10601151.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0
40816.32653061225,0.0,2,2,20408.164,20408.164,1.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.666668,28.30783,50.0,0.0,0.0,0.0,48.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0
1.8019276120630048,0.0,4,0,1.8019276,0.0,0.0,2219845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739948.3,1281626.4,2219843.0,1.0,739948.3,1281626.4,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0
2000000.0,0.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
2000000.0,0.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
0.4586328514548521,0.0,52,0,0.45863286,0.0,0.0,113380452,5.0,2.1742291,10.0,3.0,9448366.0,270574.1,9826944.0,9011331.0,2223146.0,4049699.8,9826944.0,0.0,2223146.0,4049699.8,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,0
0.5347006661244614,1.969949822563805,11,8,0.30956355,0.22513713,0.0,35533900,28408.25,47.436802,28437.0,28338.0,8855066.0,2307288.8,10019218.0,5394151.0,1974105.5,3906819.8,10019218.0,0.0,3553390.0,4776903.5,4301615.5,5365059.0,0,0,0,0,0,3.55,9.400308,88.36579,0.0,31.0,3.7368422,6.3636365,0.0,11,70,8,0
0.3409810069032741,0.0,39,0,0.340981,0.0,0.0,114375872,3.0833333,0.51492864,4.0,2.0,9531319.0,296837.16,9999122.0,9019419.0,3009891.2,4492825.5,9999122.0,1.0,3009891.2,4492825.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,0
192.5205756365212,17134.331231650383,2,2,96.260284,96.260284,1.0,20777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6925.6665,11993.009,20774.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,79.2,53.67681,2881.2,40.0,138.0,99.0,40.0,138.0,2,80,2,276
175.5232787748475,17903.374435034446,2,2,87.76164,87.76164,1.0,22789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7596.3335,13154.638,22786.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,91.4,58.05859,3370.8,49.0,155.0,114.25,49.0,155.0,2,98,2,310
234.3649296319299,81230.8846104269,12,8,140.61896,93.74597,0.0,85337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4491.421,10301.639,28824.0,1.0,7757.909,13183.917,8301.429,13781.108,0,1,0,0,0,330.09525,627.423,393659.6,0.0,1605.0,346.6,48.666668,793.5,12,584,8,6348
249.90628514307133,59656.200353438886,8,6,142.80359,107.10269,0.0,56021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309.3076,10094.091,27104.0,0.0,8003.0,13614.832,5734.2,12057.229,0,1,0,0,0,222.8,530.0116,280912.3,0.0,1522.0,238.71428,37.25,507.33334,8,298,6,3044
228.9077828646174,60366.25245258339,8,6,130.80444,98.10333,0.0,61160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4704.615,11192.684,30051.0,0.0,8737.143,14865.05,6239.4,13539.606,0,1,0,0,0,246.13333,579.4855,335803.4,0.0,1665.0,263.7143,45.25,555.0,8,362,6,3330
192.5947325340652,15696.470701526314,2,2,96.29736,96.29736,1.0,20769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6923.0,11989.256,20767.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,72.2,50.938198,2594.7,35.0,128.0,90.25,35.0,128.0,2,70,2,256
0.2357512329843064,138.8574762277565,11,11,0.11787561,0.11787561,1.0,93318706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443748.0,20354090.0,93276270.0,1.0,9331871.0,29495058.0,2159.9,6614.124,0,1,0,0,0,563.3913,951.39655,905155.3,0.0,2920.0,589.0,41.81818,1136.1818,11,460,11,12498
192.05838574926776,15652.758438565324,2,2,96.02919,96.02919,1.0,20827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6942.3335,12022.742,20825.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,72.2,50.938198,2594.7,35.0,128.0,90.25,35.0,128.0,2,70,2,256
192.04916458613403,13539.466103322453,2,2,96.02458,96.02458,1.0,20828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6942.6665,12023.319,20826.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,65.0,30.12474,907.5,43.0,98.0,81.25,43.0,98.0,2,86,2,196
1.2805587532232128,106.59618911911294,54,70,0.55766267,0.7228961,1.0,96832730,1212714.5,1894157.1,4053940.0,258995.0,22995456.0,14005957.0,39412090.0,9732696.0,787257.94,4653420.0,39412090.0,0.0,1827032.6,7006019.0,1212802.5,6005087.5,0,0,1,0,0,82.944,158.9804,25274.764,0.0,910.0,83.6129,119.44444,55.314285,54,6450,70,3872
15923.566878980891,490445.8598726115,5,0,15923.566,0.0,0.0,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,122.9485,259.0,0.0,78.5,122.9485,0.0,0.0,0,0,1,0,0,33.333332,17.907167,320.66666,0.0,46.0,40.0,30.8,0.0,5,154,0,0
97.96718099436688,0.0,1,3,24.491795,73.47539,3.0,40830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13610.0,23571.479,40828.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0
7.839125467162884,0.0,4,0,7.8391256,0.0,0.0,510261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170087.0,294598.47,510260.0,0.0,170087.0,294598.47,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0
17543.859649122805,0.0,1,2,5847.953,11695.906,2.0,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,119.501045,170.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0
192.06760779794487,13444.73254585614,2,2,96.033806,96.033806,1.0,20826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6942.0,12022.165,20824.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,64.6,29.577019,874.8,43.0,97.0,80.75,43.0,97.0,2,86,2,194
192.5020453342317,9625.102266711585,2,2,96.25102,96.25102,1.0,20779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6926.3335,11995.029,20777.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,48.4,8.763561,76.8,42.0,58.0,60.5,42.0,58.0,2,84,2,116
84.72960664280116,4236.480332140058,2,2,42.364803,42.364803,1.0,47209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15736.333,27254.396,47207.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,48.4,8.763561,76.8,42.0,58.0,60.5,42.0,58.0,2,84,2,116
191.3692469620132,13778.585781264952,2,2,95.68462,95.68462,1.0,20902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6967.3335,12066.043,20900.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,66.0,32.863354,1080.0,42.0,102.0,82.5,42.0,102.0,2,84,2,204
0.2057871249491062,6.310805165105926,8,4,0.13719141,0.06859571,0.0,58312686,233752.0,0.0,233752.0,233752.0,57798360.0,0.0,57798360.0,57798360.0,5301153.5,17411552.0,57798360.0,1.0,8330383.5,21813668.0,19359780.0,33532120.0,0,0,1,0,0,31.846153,22.097685,488.30768,0.0,46.0,34.5,23.0,46.0,8,184,4,184
0.2059524232053185,6.315874311629767,8,4,0.13730161,0.068650804,0.0,58265884,233751.0,0.0,233751.0,233751.0,57798410.0,0.0,57798410.0,57798410.0,5296898.5,17412982.0,57798410.0,1.0,8323697.5,21816576.0,19344010.0,33504806.0,0,0,1,0,0,31.846153,22.097685,488.30768,0.0,46.0,34.5,23.0,46.0,8,184,4,184
0.0689643258231987,0.0,4,0,0.068964325,0.0,0.0,58001002,1.0,0.0,1.0,1.0,58001000.0,0.0,58001000.0,58001000.0,19333668.0,33486892.0,58001000.0,1.0,19333668.0,33486892.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0
2000000.0,0.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
43478.260869565216,0.0,2,0,43478.26,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,46.0,46.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
2000000.0,0.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
0.2017169338541933,6.198211240247033,9,2,0.16504113,0.036675807,0.0,54531862,93645.0,0.0,93645.0,93645.0,54437824.0,0.0,54437824.0,54437824.0,5453186.0,17211458.0,54437824.0,0.0,6816483.0,19241956.0,1.0,0.0,0,0,1,0,0,32.0,20.104273,404.18182,0.0,46.0,34.909092,27.333334,46.0,9,246,2,92
3.0796710539338443,1452.4453318835288,105,150,1.2680999,1.8115712,1.0,82801051,737522.5,910584.56,1381403.0,93642.0,38168652.0,28436742.0,58276464.0,18060838.0,325988.38,3834245.5,58276464.0,0.0,796163.94,5985450.5,522229.7,4994230.5,0,0,1,0,0,469.96094,753.38763,567592.94,0.0,2860.0,471.80392,190.99048,668.06665,105,20054,150,100210
0.555548859447322,40.77245542378607,24,22,0.28985158,0.26569727,0.0,82800998,109066.336,26886.383,140112.0,93493.0,27491266.0,27598280.0,58588590.0,5910818.0,1840022.1,9093326.0,58588590.0,0.0,3600043.5,12607418.0,3656985.0,13196724.0,0,0,1,0,0,72.80851,119.70846,14330.114,0.0,480.0,74.391304,27.0,124.0,24,648,22,2728
192.94775939414404,12927.499879407653,2,2,96.47388,96.47388,1.0,20731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6910.3335,11967.316,20729.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,60.0,38.34058,1470.0,32.0,102.0,75.0,32.0,102.0,2,64,2,204
53.20482035672432,7051.038824117465,32,44,22.402029,30.802792,1.0,1428442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19045.893,56387.055,433634.0,0.0,44356.0,96040.57,31992.535,71897.37,0,1,0,0,0,130.80519,373.60883,139583.55,0.0,2733.0,132.52632,85.125,167.0,32,2724,44,7348
0.203217663501958,6.2443245694238,9,2,0.166269,0.036948666,0.0,54129153,77841.0,0.0,77841.0,77841.0,54050696.0,0.0,54050696.0,54050696.0,5412915.5,17089582.0,54050696.0,0.0,6766144.0,19105864.0,1.0,0.0,0,0,1,0,0,32.0,20.104273,404.18182,0.0,46.0,34.909092,27.333334,46.0,9,246,2,92
0.1847421086068928,5.67158273423161,8,2,0.14779368,0.03694842,0.0,54129511,62178.0,0.0,62178.0,62178.0,54066412.0,0.0,54066412.0,54066412.0,6014390.0,18019514.0,54066412.0,0.0,7732787.5,20431222.0,0.0,0.0,0,0,1,0,0,32.090908,21.082952,444.4909,0.0,46.0,35.3,26.875,46.0,8,215,2,92
0.1847426956386812,5.671600756107515,8,2,0.14779416,0.03694854,0.0,54129339,62174.0,0.0,62174.0,62174.0,54066510.0,0.0,54066510.0,54066510.0,6014371.0,18019558.0,54066510.0,1.0,7732762.5,20431276.0,1.0,0.0,0,0,1,0,0,32.090908,21.082952,444.4909,0.0,46.0,35.3,26.875,46.0,8,215,2,92
140.1787278780445,0.0,1,3,35.04468,105.13405,3.0,28535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9511.667,16432.271,28486.0,1.0,0.0,0.0,24.5,33.23402,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0
8.006677569092624,0.0,4,0,8.006678,0.0,0.0,499583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166527.67,288432.66,499581.0,0.0,166527.67,288432.66,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0
25641.02564102564,189743.5897435897,1,4,5128.205,20512.82,4.0,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.75,59.846333,125.0,1.0,0.0,0.0,23.333334,38.68247,0,0,0,0,0,6.1666665,15.105186,228.16667,0.0,37.0,7.4,0.0,9.25,1,0,4,37
2000000.0,37000000.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,24.666666,21.36196,456.33334,0.0,37.0,37.0,18.5,0.0,2,37,0,0
2000000.0,0.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0
15384.615384615385,0.0,1,2,5128.205,10256.41,2.0,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,135.05739,193.0,2.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0
0.2032181177745798,6.244338527982543,9,2,0.16626936,0.036948748,0.0,54129032,62229.0,0.0,62229.0,62229.0,54066336.0,0.0,54066336.0,54066336.0,5412903.0,17095078.0,54066336.0,1.0,6766129.0,19112182.0,1.0,0.0,0,0,1,0,0,32.0,20.104273,404.18182,0.0,46.0,34.909092,27.333334,46.0,9,246,2,92
0.1847419106551541,5.671576657113231,8,2,0.14779353,0.036948383,0.0,54129569,62224.0,0.0,62224.0,62224.0,54066436.0,0.0,54066436.0,54066436.0,6014396.5,18019520.0,54066436.0,0.0,7732795.5,20431228.0,2.0,0.0,0,0,1,0,0,32.090908,21.082952,444.4909,0.0,46.0,35.3,26.875,46.0,8,215,2,92
0.1847432929132251,5.671619092436011,8,2,0.14779463,0.03694866,0.0,54129164,62163.0,0.0,62163.0,62163.0,54066504.0,0.0,54066504.0,54066504.0,6014351.5,18019562.0,54066504.0,0.0,7732737.5,20431284.0,1.0,0.0,0,0,1,0,0,32.090908,21.082952,444.4909,0.0,46.0,35.3,26.875,46.0,8,215,2,92
0.2032188911690048,6.244362292283967,9,2,0.16627,0.03694889,0.0,54128826,62261.0,0.0,62261.0,62261.0,54066308.0,0.0,54066308.0,54066308.0,5412882.5,17095076.0,54066308.0,0.0,6766103.0,19112180.0,1.0,0.0,0,0,1,0,0,32.0,20.104273,404.18182,0.0,46.0,34.909092,27.333334,46.0,9,246,2,92
66.1011347361463,1454.2249641952187,4,2,44.067425,22.033712,0.0,90770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18154.0,40325.78,90290.0,0.0,30256.666,52404.35,0.0,0.0,0,0,1,0,0,23.285715,16.007439,256.2381,0.0,35.0,27.166666,15.5,35.0,4,62,2,70
10416.666666666666,320312.5,4,0,10416.667,0.0,0.0,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,220.83705,383.0,0.0,128.0,220.83705,0.0,0.0,0,0,1,0,0,33.8,19.97999,399.2,0.0,46.0,42.25,30.75,0.0,4,123,0,0
5747.126436781609,176724.1379310345,4,0,5747.1265,0.0,0.0,696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,400.10373,694.0,1.0,232.0,400.10373,0.0,0.0,0,0,1,0,0,33.8,19.97999,399.2,0.0,46.0,42.25,30.75,0.0,4,123,0,0
8810.57268722467,270925.1101321586,4,0,8810.572,0.0,0.0,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.33333,261.25146,453.0,0.0,151.33333,261.25146,0.0,0.0,0,0,1,0,0,33.8,19.97999,399.2,0.0,46.0,42.25,30.75,0.0,4,123,0,0
2000000.0,31000000.0,2,0,2000000.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,20.666666,17.897858,320.33334,0.0,31.0,31.0,15.5,0.0,2,31,0,0
1500000.0,0.0,3,0,1500000.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0
18867.924528301886,0.0,1,2,6289.308,12578.616,2.0,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,111.01576,158.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0
16949.15254237288,0.0,1,2,5649.7173,11299.435,2.0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,123.74369,176.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0
1500000.0,0.0,3,0,1500000.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0
27027.027027027027,0.0,1,2,9009.009,18018.018,2.0,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,77.07464,110.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0
